LATITUDE,LONGITUDE,MUNICIPIO,UF,
(-23.15,-52.05,"ATALAIA","PR"),
(-25.58,-49.63,"BALSA NOVA","PR"),
(-23.11,-50.36,"BANDEIRANTES","PR"),
(-24.03,-52.01,"BARBOSA FERRAZ","PR"),
(-23.11,-50.18,"BARRA DO JACARE","PR"),
(-26.25,-53.63,"BARRACAO","PR"),
(-25.88,-53.66,"BELA VISTA DA CAROBA","PR"),
(-22.99,-51.19,"BELA VISTA DO PARAISO","PR"),
(-26.16,-51.55,"BITURUNA","PR"),
(-24.24,-52.78,"BOA ESPERANCA","PR"),
(-25.63,-53.21,"BOA ESPERANCA DO IGUACU","PR"),
(-24.86,-51.62,"BOA VENTURA DE SAO ROQUE","PR"),
(-25.43,-53.4,"BOA VISTA DA APARECIDA","PR"),
(-25.2,-49.11,"BOCAIUVA DO SUL","PR"),
(-26.19,-53.59,"BOM JESUS DO SUL","PR"),
(-23.71,-51.76,"BOM SUCESSO","PR"),
(-26.07,-52.83,"BOM SUCESSO DO SUL","PR"),
(-23.94,-51.58,"BORRAZOPOLIS","PR"),
(-24.81,-53.12,"BRAGANEY","PR"),
(-24.19,-53.52,"BRASILANDIA DO SUL","PR"),
(-22.79,-51.71,"CAFEARA","PR"),
(-24.61,-53.32,"CAFELANDIA","PR"),
(-23.9,-53.51,"CAFEZAL DO SUL","PR"),
(-23.65,-51.35,"CALIFORNIA","PR"),
(-23.04,-50.07,"CAMBARA","PR"),
(-23.27,-51.27,"CAMBE","PR"),
(-23.58,-51.57,"CAMBIRA","PR"),
(-24.59,-52.79,"CAMPINA DA LAGOA","PR"),
(-25.07,-51.82,"CAMPINA DO SIMAO","PR"),
(-25.3,-49.05,"CAMPINA GRANDE DO SUL","PR"),
(-25.03,-52.99,"CAMPO BONITO","PR"),
(-25.97,-49.68,"CAMPO DO TENENTE","PR"),
(-25.45,-49.52,"CAMPO LARGO","PR"),
(-25.36,-49.45,"CAMPO MAGRO","PR"),
(-24.04,-52.38,"CAMPO MOURAO","PR"),
(-24.56,-51.33,"CANDIDO DE ABREU","PR"),
(-25.66,-52.12,"CANDOI","PR"),
(-25.37,-52.12,"CANTAGALO","PR"),
(-25.67,-53.8,"CAPANEMA","PR"),
(-25.47,-53.61,"CAPITAO LEONIDAS MARQUES","PR"),
(-24.91,-50.09,"CARAMBEI","PR"),
(-23.42,-49.72,"CARLOPOLIS","PR"),
(-24.95,-53.45,"CASCAVEL","PR"),
(-24.79,-50.01,"CASTRO","PR"),
(-25.2,-53.15,"CATANDUVAS","PR"),
(-22.82,-51.59,"CENTENARIO DO SUL","PR"),
(-24.82,-49.26,"CERRO AZUL","PR"),
(-25.14,-53.84,"CEU AZUL","PR"),
(-25.85,-52.52,"CHOPINZINHO","PR"),
(-23.66,-52.6,"CIANORTE","PR"),
(-23.38,-52.94,"CIDADE GAUCHA","PR"),
(-26.39,-52.47,"CLEVELANDIA","PR"),
(-25.29,-49.22,"COLOMBO","PR"),
(-22.83,-51.97,"COLORADO","PR"),
(-23.55,-50.55,"CONGONHINHAS","PR"),
(-23.63,-50.16,"CONSELHEIRO MAIRINCK","PR"),
(-25.67,-49.53,"CONTENDA","PR"),
(-24.79,-53.3,"CORBELIA","PR"),
(-23.18,-50.64,"CORNELIO PROCOPIO","PR"),
(-26.22,-52.03,"CORONEL DOMINGOS SOARES","PR"),
(-25.98,-52.56,"CORONEL VIVIDA","PR"),
(-24.1,-52.12,"CORUMBATAI DO SUL","PR"),
(-26.01,-51.34,"CRUZ MACHADO","PR"),
(-25.61,-53.12,"CRUZEIRO DO IGUACU","PR"),
(-23.78,-53.07,"CRUZEIRO DO OESTE","PR"),
(-22.96,-52.16,"CRUZEIRO DO SUL","PR"),
(-24.01,-51.45,"CRUZMALTINA","PR"),
(-25.42,-49.27,"CURITIBA","PR"),
(-24.03,-50.45,"CURIUVA","PR"),
(-22.65,-52.86,"DIAMANTE DO NORTE","PR"),
(-25.04,-52.68,"DIAMANTE DO SUL","PR"),
(-24.94,-54.1,"DIAMANTE DOESTE","PR"),
(-25.73,-53.05,"DOIS VIZINHOS","PR"),
(-23.38,-53.29,"DOURADINA","PR"),
(-23.55,-52.21,"DOUTOR CAMARGO","PR"),
(-24.56,-49.42,"DOUTOR ULYSSES","PR"),
(-25.94,-53.16,"ENEAS MARQUES","PR"),
(-23.79,-52.26,"ENGENHEIRO BELTRAO","PR"),
(-24.7,-54.23,"ENTRE RIOS DO OESTE","PR"),
(-23.72,-53.81,"ESPERANCA NOVA","PR"),
(-25.42,-52.83,"ESPIGAO ALTO DO IGUACU","PR"),
(-24.1,-52.62,"FAROL","PR"),
(-24,-51.32,"FAXINAL","PR"),
(-25.65,-49.3,"FAZENDA RIO GRANDE","PR"),
(-23.91,-51.97,"FENIX","PR"),
(-25.41,-50.54,"FERNANDES PINHEIRO","PR"),
(-23.84,-50.4,"FIGUEIRA","PR"),
(-26.26,-53.3,"FLOR DA SERRA DO SUL","PR"),
(-23.31,-52.3,"FLORAI","PR"),
(-23.59,-52.08,"FLORESTA","PR"),
(-22.86,-51.38,"FLORESTOPOLIS","PR"),
(-23.08,-51.95,"FLORIDA","PR"),
(-24.29,-53.31,"FORMOSA DO OESTE","PR"),
(-25.54,-54.58,"FOZ DO IGUACU","PR"),
(-25.64,-52.1,"FOZ DO JORDAO","PR"),
(-24.06,-53.84,"FRANCISCO ALVES","PR"),
(-26.08,-53.05,"FRANCISCO BELTRAO","PR"),
(-26.42,-51.31,"GENERAL CARNEIRO","PR"),
(-24.17,-51.92,"GODOY MOREIRA","PR"),
(-24.18,-53.02,"GOIOERE","PR"),
(-25.19,-51.99,"GOIOXIM","PR"),
(-24.14,-51.5,"GRANDES RIOS","PR"),
(-24.08,-54.25,"GUAIRA","PR"),
(-22.93,-52.68,"GUAIRACA","PR"),
(-25.19,-50.8,"GUAMIRANGA","PR"),
(-23.51,-50.04,"GUAPIRAMA","PR"),
(-23.34,-52.77,"GUAPOREMA","PR"),
(-22.97,-51.65,"GUARACI","PR"),
(-25.1,-52.87,"GUARANIACU","PR"),
(-25.39,-51.45,"GUARAPUAVA","PR"),
(-25.3,-48.32,"GUARAQUECABA","PR"),
(-25.88,-48.57,"GUARATUBA","PR"),
(-26.14,-52.38,"HONORIO SERPA","PR"),
(-23.84,-50.18,"IBAITI","PR"),
(-25.1,-53.01,"IBEMA","PR"),
(-23.26,-51.04,"IBIPORA","PR"),
(-23.39,-53.61,"ICARAIMA","PR"),
(-23.19,-51.82,"IGUARACU","PR"),
(-24.64,-53.13,"IGUATU","PR"),
(-24.44,-50.76,"IMBAU","PR"),
(-25.23,-50.6,"IMBITUVA","PR"),
(-25.57,-51.07,"INACIO MARTINS","PR"),
(-22.74,-52.19,"INAJA","PR"),
(-23.47,-52.69,"INDIANOPOLIS","PR"),
(-25.02,-50.58,"IPIRANGA","PR"),
(-24,-53.7,"IPORA","PR"),
(-24.42,-53.35,"IRACEMA DO OESTE","PR"),
(-25.46,-50.65,"IRATI","PR"),
(-24.42,-52.1,"IRETAMA","PR"),
(-22.61,-51.96,"ITAGUAJE","PR"),
(-25.13,-54.3,"ITAIPULANDIA","PR"),
(-23.01,-50.4,"ITAMBARACA","PR"),
(-23.66,-51.99,"ITAMBE","PR"),
(-25.96,-52.81,"ITAPEJARA DOESTE","PR"),
(-25.22,-49.34,"ITAPERUCU","PR"),
(-22.73,-52.88,"ITAUNA DO SUL","PR"),
(-25.01,-50.85,"IVAI","PR"),
(-24.24,-51.68,"IVAIPORA","PR"),
(-23.4,-53.36,"IVATE","PR"),
(-23.61,-52.22,"IVATUBA","PR"),
(-23.74,-50.07,"JABOTI","PR"),
(-23.16,-49.96,"JACAREZINHO","PR"),
(-23.11,-51.53,"JAGUAPITA","PR"),
(-24.25,-49.7,"JAGUARIAIVA","PR"),
(-23.6,-51.64,"JANDAIA DO SUL","PR"),
(-24.14,-52.78,"JANIOPOLIS","PR"),
(-23.81,-50.13,"JAPIRA","PR"),
(-23.47,-52.55,"JAPURA","PR"),
(-24.17,-51.69,"JARDIM ALEGRE","PR"),
(-22.54,-52.06,"JARDIM OLINDA","PR"),
(-23.25,-50.98,"JATAIZINHO","PR"),
(-24.38,-53.38,"JESUITAS","PR"),
(-23.49,-49.9,"JOAQUIM TAVORA","PR"),
(-23.43,-50.24,"JUNDIAI DO SUL","PR"),
(-24.42,-52.84,"JURANDA","PR"),
(-23.62,-52.46,"JUSSARA","PR"),
(-23.81,-51.66,"KALORE","PR"),
(-25.77,-49.71,"LAPA","PR"),
(-24.88,-52.46,"LARANJAL","PR"),
(-25.4,-52.41,"LARANJEIRAS DO SUL","PR"),
(-23.08,-50.75,"LEOPOLIS","PR"),
(-24.1,-51.65,"LIDIANOPOLIS","PR"),
(-25.26,-53.57,"LINDOESTE","PR"),
(-22.92,-53.13,"LOANDA","PR"),
(-23,-51.95,"LOBATO","PR"),
(-23.31,-51.16,"LONDRINA","PR"),
(-24.28,-52.27,"LUIZIANA","PR"),
(-24.07,-51.73,"LUNARDELLI","PR"),
(-22.75,-51.65,"LUPIONOPOLIS","PR"),
(-25.87,-50.82,"MALLET","PR"),
(-24.31,-52.53,"MAMBORE","PR"),
(-23.34,-52.09,"MANDAGUACU","PR"),
(-23.54,-51.67,"MANDAGUARI","PR"),
(-25.77,-49.32,"MANDIRITUBA","PR"),
(-26.14,-53.31,"MANFRINOPOLIS","PR"),
(-25.94,-52.17,"MANGUEIRINHA","PR"),
(-24.51,-51.66,"MANOEL RIBAS","PR"),
(-24.55,-54.05,"MARECHAL CANDIDO RONDON","PR"),
(-23.61,-53.2,"MARIA HELENA","PR"),
(-23.48,-51.79,"MARIALVA","PR"),
(-23.74,-51.3,"MARILANDIA DO SUL","PR"),
(-22.73,-53.04,"MARILENA","PR"),
(-24,-53.14,"MARILUZ","PR"),
(-23.42,-51.93,"MARINGA","PR"),
(-26.35,-52.55,"MARIOPOLIS","PR"),
(-24.41,-53.83,"MARIPA","PR"),
(-26.14,-53.02,"MARMELEIRO","PR"),
(-25.11,-52.25,"MARQUINHO","PR"),
(-23.7,-51.63,"MARUMBI","PR"),
(-25.24,-53.99,"MATELANDIA","PR"),
(-25.81,-48.54,"MATINHOS","PR"),
(-24.7,-52.14,"MATO RICO","PR"),
(-23.9,-51.22,"MAUA DA SERRA","PR"),
(-25.29,-54.09,"MEDIANEIRA","PR"),
(-24.45,-54.16,"MERCEDES","PR"),
(-23.25,-52.77,"MIRADOR","PR"),
(-22.96,-51.45,"MIRASELVA","PR"),
(-25.09,-54.24,"MISSAL","PR"),
(-24.06,-53,"MOREIRA SALES","PR"),
(-25.47,-48.83,"MORRETES","PR"),
(-23.14,-51.77,"MUNHOZ DE MELO","PR"),
(-22.91,-51.79,"NOSSA SENHORA DAS GRACAS","PR"),
(-23.17,-52.6,"NOVA ALIANCA DO IVAI","PR"),
(-23.33,-50.71,"NOVA AMERICA DA COLINA","PR"),
(-24.52,-53.25,"NOVA AURORA","PR"),
(-24.67,-52.56,"NOVA CANTU","PR"),
(-23.18,-52.2,"NOVA ESPERANCA","PR"),
(-25.9,-53.26,"NOVA ESPERANCA DO SUDOESTE","PR"),
(-23.43,-50.56,"NOVA FATIMA","PR"),
(-25.3,-52.54,"NOVA LARANJEIRAS","PR"),
(-22.76,-52.98,"NOVA LONDRINA","PR"),
(-23.47,-53.08,"NOVA OLIMPIA","PR"),
(-25.63,-53.34,"NOVA PRATA DO IGUACU","PR"),
(-23.59,-50.72,"NOVA SANTA BARBARA","PR"),
(-24.46,-53.95,"NOVA SANTA ROSA","PR"),
(-24.43,-51.94,"NOVA TEBAS","PR"),
(-23.76,-51.5,"NOVO ITACOLOMI","PR"),
(-24.2,-50.94,"ORTIGUEIRA","PR"),
(-23.4,-52.19,"OURIZONA","PR"),
(-24.8,-53.9,"OURO VERDE DO OESTE","PR"),
(-23.45,-52.04,"PAICANDU","PR"),
(-26.48,-51.99,"PALMAS","PR"),
(-25.42,-50,"PALMEIRA","PR"),
(-24.89,-52.2,"PALMITAL","PR"),
(-24.28,-53.84,"PALOTINA","PR"),
(-23.28,-52.6,"PARAISO DO NORTE","PR"),
(-22.93,-52.15,"PARANACITY","PR"),
(-25.52,-48.5,"PARANAGUA","PR"),
(-22.63,-52.09,"PARANAPOEMA","PR"),
(-23.07,-52.46,"PARANAVAI","PR"),
(-24.62,-54.22,"PATO BRAGADO","PR"),
(-26.22,-52.67,"PATO BRANCO","PR"),
(-26.2,-50.93,"PAULA FREITAS","PR"),
(-26.04,-50.83,"PAULO FRONTIN","PR"),
(-23.91,-52.34,"PEABIRU","PR"),
(-23.89,-53.41,"PEROBAL","PR"),
(-23.8,-53.68,"PEROLA","PR"),
(-25.82,-53.74,"PEROLA DOESTE","PR"),
(-26.09,-49.42,"PIEN","PR"),
(-25.44,-49.19,"PINHAIS","PR"),
(-26.03,-53.48,"PINHAL DE SAO BENTO","PR"),
(-23.79,-50.05,"PINHALAO","PR"),
(-25.69,-51.66,"PINHAO","PR"),
(-24.52,-49.94,"PIRAI DO SUL","PR"),
(-25.44,-49.06,"PIRAQUARA","PR"),
(-24.75,-51.76,"PITANGA","PR"),
(-23.23,-51.58,"PITANGUEIRAS","PR"),
(-23,-52.91,"PLANALTINA DO PARANA","PR"),
(-25.71,-53.76,"PLANALTO","PR"),
(-25.09,-50.16,"PONTA GROSSA","PR"),
(-25.67,-48.51,"PONTAL DO PARANA","PR"),
(-22.75,-51.37,"PORECATU","PR"),
(-25.54,-49.89,"PORTO AMAZONAS","PR"),
(-25.54,-52.4,"PORTO BARREIRO","PR"),
(-22.77,-53.26,"PORTO RICO","PR"),
(-26.16,-51.23,"PORTO VITORIA","PR"),
(-23.03,-51.44,"PRADO FERREIRA","PR"),
(-26.02,-53.74,"PRANCHITA","PR"),
(-23.27,-52.15,"PRESIDENTE CASTELO BRANCO","PR"),
(-22.85,-51.02,"PRIMEIRO DE MAIO","PR"),
(-25.21,-50.97,"PRUDENTOPOLIS","PR"),
(-24.27,-53.07,"QUARTO CENTENARIO","PR"),
(-23.56,-49.91,"QUATIGUA","PR"),
(-25.36,-49.07,"QUATRO BARRAS","PR"),
(-24.57,-53.97,"QUATRO PONTES","PR"),
(-25.45,-52.9,"QUEDAS DO IGUACU","PR"),
(-23.08,-53.48,"QUERENCIA DO NORTE","PR"),
(-23.85,-52.13,"QUINTA DO SOL","PR"),
(-25.87,-49.49,"QUITANDINHA","PR"),
(-25.12,-54.02,"RAMILANDIA","PR"),
(-23.07,-50.91,"RANCHO ALEGRE","PR"),
(-24.3,-52.95,"RANCHO ALEGRE DOESTE","PR"),
(-25.76,-53.52,"REALEZA","PR"),
(-25.62,-50.69,"REBOUCAS","PR"),
(-26.15,-52.96,"RENASCENCA","PR"),
(-24.65,-50.85,"RESERVA","PR"),
(-25.83,-52.02,"RESERVA DO IGUACU","PR"),
(-23.19,-49.75,"RIBEIRAO CLARO","PR"),
(-23.4,-50.35,"RIBEIRAO DO PINHAL","PR"),
(-25.73,-50.79,"RIO AZUL","PR"),
(-23.76,-51.41,"RIO BOM","PR"),
(-25.49,-52.52,"RIO BONITO DO IGUACU","PR"),
(-24.32,-51.31,"RIO BRANCO DO IVAI","PR"),
(-25.19,-49.31,"RIO BRANCO DO SUL","PR"),
(-26.1,-49.79,"RIO NEGRO","PR"),
(-23.31,-51.36,"ROLANDIA","PR"),
(-24.6,-52.27,"RONCADOR","PR"),
(-23.41,-52.76,"RONDON","PR"),
(-24.27,-51.27,"ROSARIO DO IVAI","PR"),
(-23.31,-51.55,"SABAUDIA","PR"),
(-26.17,-53.36,"SALGADO FILHO","PR"),
(-23.6,-49.62,"SALTO DO ITARARE","PR"),
(-25.78,-53.3,"SALTO DO LONTRA","PR"),
(-23.26,-50.42,"SANTA AMELIA","PR"),
(-23.51,-50.78,"SANTA CECILIA DO PAVAO","PR"),
(-22.95,-53.29,"SANTA CRUZ DE MONTE CASTELO","PR"),
(-23.03,-51.8,"SANTA FE","PR"),
(-24.86,-54.33,"SANTA HELENA","PR"),
(-22.63,-51.9,"SANTA INES","PR"),
(-23,-53.19,"SANTA ISABEL DO IVAI","PR"),
(-25.82,-53.48,"SANTA IZABEL DO OESTE","PR"),
(-25.4,-53.56,"SANTA LUCIA","PR"),
(-24.93,-51.86,"SANTA MARIA DO OESTE","PR"),
(-23.15,-50.51,"SANTA MARIANA","PR"),
(-23.1,-53.1,"SANTA MONICA","PR"),
(-25.05,-53.63,"SANTA TEREZA DO OESTE","PR"),
(-25.36,-54.48,"SANTA TEREZINHA DE ITAIPU","PR"),
(-23.75,-49.62,"SANTANA DO ITARARE","PR"),
(-23.29,-50.07,"SANTO ANTONIO DA PLATINA","PR"),
(-22.73,-52.34,"SANTO ANTONIO DO CAIUA","PR"),
(-23.49,-50.64,"SANTO ANTONIO DO PARAISO","PR"),
(-26.07,-53.72,"SANTO ANTONIO DO SUDOESTE","PR"),
(-22.69,-51.79,"SANTO INACIO","PR"),
(-23.31,-52.47,"SAO CARLOS DO IVAI","PR"),
(-23.72,-50.74,"SAO JERONIMO DA SERRA","PR"),
(-25.82,-52.72,"SAO JOAO","PR"),
(-22.85,-52.33,"SAO JOAO DO CAIUA","PR"),
(-23.98,-51.81,"SAO JOAO DO IVAI","PR"),
(-25.68,-50.29,"SAO JOAO DO TRIUNFO","PR"),
(-23.43,-52.29,"SAO JORGE DO IVAI","PR"),
(-23.74,-53.92,"SAO JORGE DO PATROCINIO","PR"),
(-25.7,-52.91,"SAO JORGE DOESTE","PR"),
(-23.91,-49.65,"SAO JOSE DA BOA VISTA","PR"),
(-24.83,-54.06,"SAO JOSE DAS PALMEIRAS","PR"),
(-25.53,-49.2,"SAO JOSE DOS PINHAIS","PR"),
(-23.4,-52.64,"SAO MANUEL DO PARANA","PR"),
(-25.87,-50.38,"SAO MATEUS DO SUL","PR"),
(-25.34,-54.23,"SAO MIGUEL DO IGUACU","PR"),
(-24.93,-53.85,"SAO PEDRO DO IGUACU","PR"),
(-23.86,-51.85,"SAO PEDRO DO IVAI","PR"),
(-22.82,-53.22,"SAO PEDRO DO PARANA","PR"),
(-23.46,-50.76,"SAO SEBASTIAO DA AMOREIRA","PR"),
(-23.53,-52.59,"SAO TOME","PR"),
(-23.91,-50.58,"SAPOPEMA","PR"),
(-23.44,-51.87,"SARANDI","PR"),
(-25.69,-52.61,"SAUDADE DO IGUACU","PR"),
(-24.11,-49.46,"SENGES","PR"),
(-25.38,-54.05,"SERRANOPOLIS DO IGUACU","PR"),
(-23.03,-50.83,"SERTANEJA","PR"),
(-23.05,-51.03,"SERTANOPOLIS","PR"),
(-23.68,-49.83,"SIQUEIRA CAMPOS","PR"),
(-25.7,-52.72,"SULINA","PR"),
(-23.72,-51.09,"TAMARANA","PR"),
(-23.2,-52.46,"TAMBOARA","PR"),
(-23.73,-52.87,"TAPEJARA","PR"),
(-23.32,-53.06,"TAPIRA","PR"),
(-25.36,-50.46,"TEIXEIRA SOARES","PR"),
(-24.32,-50.61,"TELEMACO BORBA","PR"),
(-23.76,-52.44,"TERRA BOA","PR"),
(-22.7,-52.61,"TERRA RICA","PR"),
(-24.15,-54.09,"TERRA ROXA","PR"),
(-24.5,-50.41,"TIBAGI","PR"),
(-25.92,-49.19,"TIJUCAS DO SUL","PR"),
(-24.71,-53.74,"TOLEDO","PR"),
(-23.77,-49.95,"TOMAZINA","PR"),
(-25.41,-53.18,"TRES BARRAS DO PARANA","PR"),
(-24.97,-49.08,"TUNAS DO PARANA","PR"),
(-23.87,-52.87,"TUNEIRAS DO OESTE","PR"),
(-24.58,-53.51,"TUPASSI","PR"),
(-25.04,-51.53,"TURVO","PR"),
(-24.54,-52.98,"UBIRATA","PR"),
(-23.76,-53.32,"UMUARAMA","PR"),
(-26.23,-51.08,"UNIAO DA VITORIA","PR"),
(-23.08,-52.15,"UNIFLOR","PR"),
(-23.19,-50.79,"URAI","PR"),
(-24.24,-50.24,"VENTANIA","PR"),
(-25.05,-53.87,"VERA CRUZ DO OESTE","PR"),
(-25.88,-52.9,"VERE","PR"),
(-23.5,-53.72,"VILA ALTA","PR"),
(-25.38,-52.19,"VIRMOND","PR"),
(-26.27,-52.78,"VITORINO","PR"),
(-23.87,-49.8,"WENCESLAU BRAZ","PR"),
(-23.73,-53.49,"XAMBRE","PR"),
(-23,-44.31,"ANGRA DOS REIS","RJ"),
(-21.62,-42.1,"APERIBE","RJ"),
(-22.87,-42.34,"ARARUAMA","RJ"),
(-22.23,-43.1,"AREAL","RJ"),
(-22.74,-41.88,"ARMACAO DE BUZIOS","RJ"),
(-22.96,-42.02,"ARRAIAL DO CABO","RJ"),
(-22.47,-43.82,"BARRA DO PIRAI","RJ"),
(-22.54,-44.17,"BARRA MANSA","RJ"),
(-22.76,-43.39,"BELFORD ROXO","RJ"),
(-22.15,-42.41,"BOM JARDIM","RJ"),
(-21.13,-41.68,"BOM JESUS DO ITABAPOANA","RJ"),
(-22.87,-42.01,"CABO FRIO","RJ"),
(-22.46,-42.65,"CACHOEIRAS DE MACACU","RJ"),
(-21.57,-41.91,"CAMBUCI","RJ"),
(-21.75,-41.32,"CAMPOS DOS GOYTACAZES","RJ"),
(-21.98,-42.36,"CANTAGALO","RJ"),
(-22.18,-41.66,"CARAPEBUS","RJ"),
(-21.48,-41.61,"CARDOSO MOREIRA","RJ"),
(-21.93,-42.6,"CARMO","RJ"),
(-22.48,-42.2,"CASIMIRO DE ABREU","RJ"),
(-22.02,-43.2,"COMENDADOR LEVY GASPARIAN","RJ"),
(-22.08,-41.86,"CONCEICAO DE MACABU","RJ"),
(-22.02,-42.36,"CORDEIRO","RJ"),
(-22.05,-42.52,"DUAS BARRAS","RJ"),
(-22.78,-43.31,"DUQUE DE CAXIAS","RJ"),
(-22.55,-43.67,"ENGENHEIRO PAULO DE FRONTIN","RJ"),
(-22.53,-42.98,"GUAPIMIRIM","RJ"),
(-22.83,-42.22,"IGUABA GRANDE","RJ"),
(-22.74,-42.85,"ITABORAI","RJ"),
(-22.85,-43.77,"ITAGUAI","RJ"),
(-21.42,-41.69,"ITALVA","RJ"),
(-21.67,-42.08,"ITAOCARA","RJ"),
(-21.2,-41.88,"ITAPERUNA","RJ"),
(-22.49,-44.56,"ITATIAIA","RJ"),
(-22.64,-43.65,"JAPERI","RJ"),
(-21.2,-42.12,"LAJE DO MURIAE","RJ"),
(-22.37,-41.78,"MACAE","RJ"),
(-21.98,-42.25,"MACUCO","RJ"),
(-22.65,-43.04,"MAGE","RJ"),
(-22.96,-44.04,"MANGARATIBA","RJ"),
(-22.91,-42.81,"MARICA","RJ"),
(-22.52,-43.73,"MENDES","RJ"),
(-22.45,-43.46,"MIGUEL PEREIRA","RJ"),
(-21.41,-42.19,"MIRACEMA","RJ"),
(-21.04,-41.97,"NATIVIDADE","RJ"),
(-22.8,-43.41,"NILOPOLIS","RJ"),
(-22.88,-43.1,"NITEROI","RJ"),
(-22.28,-42.53,"NOVA FRIBURGO","RJ"),
(-22.75,-43.45,"NOVA IGUACU","RJ"),
(-22.61,-43.7,"PARACAMBI","RJ"),
(-22.16,-43.29,"PARAIBA DO SUL","RJ"),
(-23.21,-44.71,"PARATI","RJ"),
(-22.42,-43.41,"PATY DO ALFERES","RJ"),
(-22.5,-43.17,"PETROPOLIS","RJ"),
(-22.51,-44,"PINHEIRAL","RJ"),
(-22.62,-43.89,"PIRAI","RJ"),
(-20.96,-42.04,"PORCIUNCULA","RJ"),
(-22.42,-44.29,"PORTO REAL","RJ"),
(-22.4,-44.25,"QUATIS","RJ"),
(-22.71,-43.55,"QUEIMADOS","RJ"),
(-22.1,-41.47,"QUISSAMA","RJ"),
(-22.46,-44.44,"RESENDE","RJ"),
(-22.7,-42.62,"RIO BONITO","RJ"),
(-22.72,-44.13,"RIO CLARO","RJ"),
(-22.16,-43.58,"RIO DAS FLORES","RJ"),
(-22.52,-41.94,"RIO DAS OSTRAS","RJ"),
(-22.9,-43.2,"RIO DE JANEIRO","RJ"),
(-21.95,-42,"SANTA MARIA MADALENA","RJ"),
(-21.53,-42.18,"SANTO ANTONIO DE PADUA","RJ"),
(-21.64,-41.74,"SAO FIDELIS","RJ"),
(-21.3,-40.96,"SAO FRANCISCO DE ITABAPOANA","RJ"),
(-22.82,-43.05,"SAO GONCALO","RJ"),
(-21.64,-41.05,"SAO JOAO DA BARRA","RJ"),
(-22.8,-43.37,"SAO JOAO DE MERITI","RJ"),
(-21.35,-41.94,"SAO JOSE DE UBA","RJ"),
(-22.15,-42.92,"SAO JOSE DO VALE DO RIO PRETO","RJ"),
(-22.83,-42.1,"SAO PEDRO DA ALDEIA","RJ"),
(-21.95,-42.13,"SAO SEBASTIAO DO ALTO","RJ"),
(-21.99,-42.91,"SAPUCAIA","RJ"),
(-22.92,-42.51,"SAQUAREMA","RJ"),
(-22.74,-43.7,"SEROPEDICA","RJ"),
(-22.65,-42.39,"SILVA JARDIM","RJ"),
(-22.05,-42.67,"SUMIDOURO","RJ"),
(-22.73,-42.71,"TANGUA","RJ"),
(-22.41,-42.96,"TERESOPOLIS","RJ"),
(-22.06,-42.06,"TRAJANO DE MORAIS","RJ"),
(-22.11,-43.2,"TRES RIOS","RJ"),
(-22.24,-43.7,"VALENCA","RJ"),
(-20.93,-41.86,"VARRE-SAI","RJ"),
(-22.4,-43.66,"VASSOURAS","RJ"),
(-22.52,-44.1,"VOLTA REDONDA","RJ"),
(-6.43,-36.63,"ACARI","RN"),
(-5.57,-36.9,"ACU","RN"),
(-5.49,-36.5,"AFONSO BEZERRA","RN"),
(-6.2,-38.29,"AGUA NOVA","RN"),
(-6.41,-38.01,"ALEXANDRIA","RN"),
(-6.15,-37.76,"ALMINO AFONSO","RN"),
(-5.28,-36.76,"ALTO DO RODRIGUES","RN"),
(-5.66,-36.6,"ANGICOS","RN"),
(-6.21,-37.9,"ANTONIO MARTINS","RN"),
(-5.66,-37.79,"APODI","RN"),
(-4.95,-37.13,"AREIA BRANCA","RN"),
(-6.19,-35.16,"ARES","RN"),
(-5.86,-37.31,"AUGUSTO SEVERO","RN"),
(-6.36,-35,"BAIA FORMOSA","RN"),
(-5.08,-37.61,"BARAUNA","RN"),
(-5.95,-35.92,"BARCELONA","RN"),
(-5.69,-35.82,"BENTO FERNANDES","RN"),
(-5.98,-36.41,"BODO","RN"),
(-5.98,-35.58,"BOM JESUS","RN"),
(-6.19,-35.35,"BREJINHO","RN"),
(-5.09,-35.95,"CAICARA DO NORTE","RN"),
(-5.76,-35.99,"CAICARA DO RIO DO VENTO","RN"),
(-6.45,-37.09,"CAICO","RN"),
(-6.24,-36.18,"CAMPO REDONDO","RN"),
(-6.38,-35.12,"CANGUARETAMA","RN"),
(-5.79,-37.55,"CARAUBAS","RN"),
(-6.55,-36.59,"CARNAUBA DOS DANTAS","RN"),
(-5.34,-36.83,"CARNAUBAIS","RN"),
(-5.63,-35.42,"CEARA-MIRIM","RN"),
(-6.04,-36.34,"CERRO CORA","RN"),
(-6.38,-36.21,"CORONEL EZEQUIEL","RN"),
(-6.26,-38.44,"CORONEL JOAO PESSOA","RN"),
(-6.41,-36.79,"CRUZETA","RN"),
(-6.26,-36.51,"CURRAIS NOVOS","RN"),
(-6.09,-38.37,"DOUTOR SEVERIANO","RN"),
(-6.11,-38.3,"ENCANTO","RN"),
(-6.94,-36.71,"EQUADOR","RN"),
(-6.33,-35.3,"ESPIRITO SANTO","RN"),
(-5.7,-35.3,"EXTREMOZ","RN"),
(-5.6,-37.68,"FELIPE GUERRA","RN"),
(-5.69,-36.53,"FERNANDO PEDROZA","RN"),
(-6.12,-36.81,"FLORANIA","RN"),
(-6.07,-38.11,"FRANCISCO DANTAS","RN"),
(-6.15,-37.84,"FRUTUOSO GOMES","RN"),
